List_id,List_name,List_price,List_add,List_CC,List_img,List_img_url
10264100,Your spot in Copacabana,798.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Copacabana', 'government_area': 'Copacabana', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.17714541632985, -22.96270793328072], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/83dbb5af-8b0c-48a4-b210-4fb60d642119.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/83dbb5af-8b0c-48a4-b210-4fb60d642119.jpg?aki_policy=large
10267144,IPANEMA LUXURY PENTHOUSE with MAID,858.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Ipanema', 'government_area': 'Ipanema', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.20056249420509, -22.98034625363379], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/5d83827b-eb4f-4bfe-9075-1dc553a2c1a9.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/5d83827b-eb4f-4bfe-9075-1dc553a2c1a9.jpg?aki_policy=large
10295352,"Amazing and Big Apt, Ipanema Beach.",1999.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Ipanema', 'government_area': 'Ipanema', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.20465630892734, -22.983108745795256], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/3424f266-bc71-4847-a9da-c0b3bf95e4ff.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/3424f266-bc71-4847-a9da-c0b3bf95e4ff.jpg?aki_policy=large
10299095,Small Room w Bathroom Flamengo Rio de Janeiro,71.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Flamengo', 'government_area': 'Flamengo', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.17645081249057, -22.93848268819496], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/26459098-5f3e-4d82-a419-1839af1eaa9a.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/26459098-5f3e-4d82-a419-1839af1eaa9a.jpg?aki_policy=large
10306879,Alugo Apart frente mar Barra Tijuca,933.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Barra da Tijuca', 'government_area': 'Barra da Tijuca', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.36831676949888, -23.011117008024065], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/86a84e4e-9792-461d-8bd7-452b598becab.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/86a84e4e-9792-461d-8bd7-452b598becab.jpg?aki_policy=large
10324377,Suíte em local tranquilo e seguro,101.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': '', 'government_area': 'Anil', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.33496705036137, -22.948365490450556], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/bffd61db-ade5-458f-a40d-9603fc70acaa.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/bffd61db-ade5-458f-a40d-9603fc70acaa.jpg?aki_policy=large
10373872,Apartamento Mobiliado - Lgo do Machado,149.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Catete', 'government_area': 'Catete', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.178886292069244, -22.931715899178695], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/cddd4ce4-1936-4417-9fbb-dfcc557d7bc2.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/cddd4ce4-1936-4417-9fbb-dfcc557d7bc2.jpg?aki_policy=large
10381879,Pousada das Colonias,138.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Barra da Tijuca', 'government_area': 'Barra da Tijuca', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.3089745798612, -23.004633399469007], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/c4a83827-424e-4ecb-bcce-aa826d08bad4.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/c4a83827-424e-4ecb-bcce-aa826d08bad4.jpg?aki_policy=large
10383490,Quarto Taquara - Jacarepaguá,101.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': '', 'government_area': 'Tanque', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.37035220190699, -22.91636184358952], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/f5e96547-9b65-4b6b-a404-8824f01cc165.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/f5e96547-9b65-4b6b-a404-8824f01cc165.jpg?aki_policy=large
10411341,Beautiful flat with services,351.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Ipanema', 'government_area': 'Ipanema', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.20577175003696, -22.982557305257775], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/02d44d8f-9367-42a5-bf41-243aaea1f179.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/02d44d8f-9367-42a5-bf41-243aaea1f179.jpg?aki_policy=large
10415637,(1) Beach Guest House - Go Make A Trip,112.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Barra da Tijuca', 'government_area': 'Barra da Tijuca', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.353970672578306, -23.008991691724663], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/fb4ee284-ef42-4abe-96af-75124426a9c8.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/fb4ee284-ef42-4abe-96af-75124426a9c8.jpg?aki_policy=large
10431455,Sala e quarto em copacabana com cozinha americana,298.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Copacabana', 'government_area': 'Copacabana', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.177948896979196, -22.963149303022142], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/64170e2a-2baa-4803-890b-984e416cb406.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/64170e2a-2baa-4803-890b-984e416cb406.jpg?aki_policy=large
10449328,Aluguel Temporada Casa São Conrado,2499.00,"{'street': 'Rio de Janeiro, State of Rio de Janeiro, Brazil', 'suburb': 'São Conrado', 'government_area': 'São Conrado', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.27502007153333, -22.99391888061395], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/a4f93656-c3f8-43ae-82ba-e0b59bb59d56.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/a4f93656-c3f8-43ae-82ba-e0b59bb59d56.jpg?aki_policy=large
10471178,Rented Room,112.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Botafogo', 'government_area': 'Botafogo', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.17933175178738, -22.941321220162784], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/fc7aaab6-23fd-44ca-8dfe-ed794fef1c3a.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/fc7aaab6-23fd-44ca-8dfe-ed794fef1c3a.jpg?aki_policy=large
10519173,Condomínio Praia Barra da Tijuca,351.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Barra da Tijuca', 'government_area': 'Barra da Tijuca', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.32231287289854, -23.009702689174244], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/fd97365c-79d8-4f3a-b658-963b8a5bb640.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/fd97365c-79d8-4f3a-b658-963b8a5bb640.jpg?aki_policy=large
10570041,Jardim Botânico Gourmet 2 bdroom,395.00,"{'street': 'Rio de Janeiro, RJ, Brazil', 'suburb': 'Jardim Botânico', 'government_area': 'Jardim Botânico', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.22076222600562, -22.96448811710617], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/860bf0f7-4a81-4c7b-a258-2ddef02b4b35.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/860bf0f7-4a81-4c7b-a258-2ddef02b4b35.jpg?aki_policy=large
10596036,Apt Quarto e Sala amplo Laranjeiras,701.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Laranjeiras', 'government_area': 'Laranjeiras', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.17974071338275, -22.9313871086666], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/3b16daca-0fc6-43de-af1e-2aa3bac4b2ac.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/3b16daca-0fc6-43de-af1e-2aa3bac4b2ac.jpg?aki_policy=large
1063491,"Charming Apartment,perfect Location",351.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Copacabana', 'government_area': 'Copacabana', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.175966118975914, -22.964922391816017], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/7010b6e9-481e-4003-9fdf-d3725f603d80.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/7010b6e9-481e-4003-9fdf-d3725f603d80.jpg?aki_policy=large
10635276,GREAT Apartment at Barra da Tijuca,933.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Barra da Tijuca', 'government_area': 'Barra da Tijuca', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.32984175609327, -23.011124595436097], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/f57a6d9e-7914-4c63-bad6-7c4d69f83447.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/f57a6d9e-7914-4c63-bad6-7c4d69f83447.jpg?aki_policy=large
10648267,Lovely ap at Leblon beach,298.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Leblon', 'government_area': 'Leblon', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.22120070184858, -22.984162872106157], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/023bcf6c-5212-4926-891d-80d9634a2a7e.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/023bcf6c-5212-4926-891d-80d9634a2a7e.jpg?aki_policy=large
1066648,Colonial Mansion in Santa Teresa,1999.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Santa Teresa', 'government_area': 'Santa Teresa', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.178234025801544, -22.917475613135107], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/16061847/d469dd93_original.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/16061847/d469dd93_original.jpg?aki_policy=large
10671783,CASA PARA AS OLIMPIADAS 2016,3726.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Barra da Tijuca', 'government_area': 'Barra da Tijuca', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.43656065280531, -23.01216083013239], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/5579ac65-1f4c-4b19-8806-43a616f8b4e0.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/5579ac65-1f4c-4b19-8806-43a616f8b4e0.jpg?aki_policy=large
10706900,Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,451.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Barra da Tijuca', 'government_area': 'Barra da Tijuca', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.343027190397, -23.00878356989572], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/fe2cc2d3-75f8-43e0-827f-147ed33e1574.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/fe2cc2d3-75f8-43e0-827f-147ed33e1574.jpg?aki_policy=large
10828339,Quarto espaçoso e arejado no Rio.,187.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Copacabana', 'government_area': 'Copacabana', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.189916447135005, -22.976504206582874], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/bf1ceb3a-d2a9-4062-8809-a6c29daed4d9.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/bf1ceb3a-d2a9-4062-8809-a6c29daed4d9.jpg?aki_policy=large
10852990,Apartamento para as olimpíadas,746.00,"{'street': 'Rio de Janeiro, RJ, Brazil', 'suburb': 'Laranjeiras', 'government_area': 'Laranjeiras', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.1838890521465, -22.938257466286093], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/79ff6521-b097-4ed8-a211-b5d56921af3b.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/79ff6521-b097-4ed8-a211-b5d56921af3b.jpg?aki_policy=large
10855800,Hospede-se com acesso fácil.,134.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Bonsucesso', 'government_area': 'Bonsucesso', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.24972983198035, -22.862647394041378], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/925817ae-e318-44ef-89ce-ca22a6e3b1ac.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/925817ae-e318-44ef-89ce-ca22a6e3b1ac.jpg?aki_policy=large
10862541,AP. EM CONDOMINIO FECHADO,172.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'São Cristóvão', 'government_area': 'São Cristóvão', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.21872245840377, -22.89142169593252], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/7bcc7661-aece-428b-846e-8ba050fadb0e.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/7bcc7661-aece-428b-846e-8ba050fadb0e.jpg?aki_policy=large
10908640,Quarto de Casal em Ipanema,149.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Ipanema', 'government_area': 'Ipanema', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.19841687233581, -22.98376501071312], 'is_location_exact': False}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/fe435c65-e53a-4d07-baa5-0566df359cc7.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/fe435c65-e53a-4d07-baa5-0566df359cc7.jpg?aki_policy=large
11131495,Charming apartment in Santa Teresa,209.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Santa Teresa', 'government_area': 'Santa Teresa', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.1899284846398, -22.920478977773982], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/6c21325d-3c51-4a35-a5cc-cee50d2f48f3.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/6c21325d-3c51-4a35-a5cc-cee50d2f48f3.jpg?aki_policy=large
11197217,2 Bedroom Ipanema-Copacabana,306.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Copacabana', 'government_area': 'Copacabana', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.192297491066334, -22.985816199811516], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/b9414c56-ce40-45ca-b40a-15d82cdba92a.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/b9414c56-ce40-45ca-b40a-15d82cdba92a.jpg?aki_policy=large
11406680,listing_id: (Phone number hidden by Airbnb) THE BEST LOCATION IN LEBLON,518.00,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Leblon', 'government_area': 'Leblon', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.21889444085009, -22.980690335847203], 'is_location_exact': True}}",BR,"{'thumbnail_url': '', 'medium_url': '', 'picture_url': 'https://a0.muscache.com/im/pictures/30d855ed-8249-4dd2-98a2-64c26ac203cc.jpg?aki_policy=large', 'xl_picture_url': ''}",https://a0.muscache.com/im/pictures/30d855ed-8249-4dd2-98a2-64c26ac203cc.jpg?aki_policy=large
